ThaiName,EnglishName,Type
ราไวย์,Rawai,place
ราษฎร์เจริญ,Rat Charoen,place
ราษฎร์นิยม,Rat Niyom,place
ราษฎร์บูรณะ,Rat Burana,place
ราษฎรพัฒนา,Ratsadon Phatthana,place
ราษฎร์พัฒนา,Rat Phatthana,place
ราษีไศล,Rasi Salai,place
รำแดง,Ram Daeng,place
รำพัน,Ramphan,place
รำมะสัก,Ram Masak,place
ริโก๋,Ri Ko,place
ริดสีดวงจมูก (เนื้องอกในจมูก),,other
ริดสีดวงตา,,other
ริดสีดวงทวาร,,other
ริม,Rim,place
ริมกก,Rim Kok,place
ริมโขง,ริมโขง,place
ริมใต้,Rim Tai,place
ริมปิง,Rim Ping,place
ริมฝีปากแห้ง,,other
ริมสีม่วง,Rim Si Muang,place
ริมเหนือ,Rim Nuea,place
รีกา,Riga,place
รียาด,Riyadh,place
รื่นฤดีคลินิกเวชกรรม,,"organization, place"
รือเสาะ,Rueso,place
รือเสาะ,Rueso,place
รือเสาะออก,Rueso Ok,place
รุง,Rung,place
รุ่งระวี,Rung Rawi,place
รูขุมขนกว้าง,,other
รูสะมิแล,Ru Samilae,place
เรคยาวิก,Reykjavík,place
เรณู,Renu,place
เรณูใต้,Renu Tai,place
เรณูนคร,Renu Nakhon,place
เริงราง,Roeng Rang,place
เริม,,other
เรียง,Riang,place
เรือง,Rueang,place
เรือนจำพิเศษธนบุรี,,"organization, place"
เรือพระร่วงคลินิกเวชกรรม สาขา 2,,"organization, place"
เรือพระร่วงคลินิกเวชกรรม สาขา 3,,"organization, place"
เรือพระร่วงคลินิกเวชกรรม สาขา 4,,"organization, place"
เรือพระร่วงคลินิกเวชกรรม สาขา 5,,"organization, place"
เรือพระร่วงคลินิกเวชกรรม สาขาปัฐวิกรณ์,,"organization, place"
เรือพระร่วงคลินิกเวชกรรม สาขารามคำแหง 39,,"organization, place"
เรือพระร่วงสหคลินิก,,"organization, place"
แร่,Rae,place
โรคกรดไหลย้อน (เกิร์ด),,other
โรคกรวยไตอักเสบ,,other
โรคกระดูกพรุน โรคกระดูกบาง,,other
โรคเกาต์,,other
โรคโกโนเรีย (หนองในแท้),,other
โรคขาดวิตามินเอ,,other
โรคไข้เลือดออก,,other
โรคคอตีบ,,other
โรคจอประสาทตาเสื่อม,,other
โรคฉี่หนู (โรคเลปโตสไปโรซิส),,other
โรคซาร์ส (ไข้หวัดมรณะ),,other
โรคซึมเศร้าหลังคลอด,,other
โรคด่างขาว,,other
โรคตับแข็ง,,other
โรคน้ำในหูไม่เท่ากัน (โรคเมเนียส์),,other
โรคเบาจืด,,other
โรคโปลิโอ,,other
โรคพาร์กินสัน (โรคสันนิบาต),,other
โรคพิษสุนัขบ้า (โรคกลัวน้ำ),,other
โรคแพนิค (โรคตื่นตระหนก),,other
โรคมือเท้าปาก,,other
โรคเรื้อน,,other
โรคลมพิษ,,other
โรคลักปิดลักเปิด (โรคขาดวิตามินซี),,other
โรคสะเก็ดเงิน (โรคเรื้อนกวาง),,other
โรคหลอดเลือดหัวใจ,,other
โรคหวัด (ไข้หวัด),,other
โรคหัด,,other
โรคหัดเยอรมัน,,other
โรคหิด,,other
โรคเหน็บชา (โรคขาดวิตามินบี 1),,other
โรคไอกรน (ไอร้อยวัน),,other
โรง,Rong,place
โรงเข้,Rong Khe,place
โรงช้าง,Rong Chang,place
โรงช้าง,,place
โรงช้าง,Rong Chang,place
โรงพยาบาลกรุงเทพ,,"organization, place"
โรงพยาบาลกรุงเทพคริสเตียน,,"organization, place"
โรงพยาบาลกล้วยน้ำไท ,,"organization, place"
โรงพยาบาลกลาง,,"organization, place"
โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน,,"organization, place"
โรงพยาบาลการแพทย์วิชัยยุทธ,,"organization, place"
โรงพยาบาลการไฟฟ้านครหลวง,,"organization, place"
โรงพยาบาลการุญเวช สุขาภิบาล3,,"organization, place"
โรงพยาบาลเกษมราษฎร์ บางแค,,"organization, place"
โรงพยาบาลเกษมราษฎร์ประชาชื่น,,"organization, place"
โรงพยาบาลคณะทันตแพทย์ศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,,"organization, place"
โรงพยาบาลคลองตัน,,"organization, place"
โรงพยาบาลคามิลเลียน,,"organization, place"
โรงพยาบาลจักษุรัตนิน,,"organization, place"
โรงพยาบาลจุฬาภรณ์,,"organization, place"
โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย,,"organization, place"
โรงพยาบาลเจริญกรุงประชารักษ์,,"organization, place"
โรงพยาบาลเจ้าพระยา,,"organization, place"
โรงพยาบาลเฉพาะทางศัลยกรรมตกแต่งกมล,,"organization, place"
โรงพยาบาลเซนต์หลุยส์,,"organization, place"
โรงพยาบาลเซ็นทรัลเยอเนอรัล,,"organization, place"
โรงพยาบาลเด็กสินแพทย์,,"organization, place"
โรงพยาบาลเดชา,,"organization, place"
โรงพยาบาลเดอะซีเนียน์ สาขารัชดาภิเษก,,"organization, place"
โรงพยาบาลตา หู คอ จมูก,,"organization, place"
โรงพยาบาลตากสิน,,"organization, place"
โรงพยาบาลตำรวจ,,"organization, place"
โรงพยาบาลทหารผ่านศึก,,"organization, place"
โรงพยาบาลทหารเรือกรุงเทพ,,"organization, place"
โรงพยาบาลทั่วไปขนาดเล็กบางขุนเทียน 1,,"organization, place"
โรงพยาบาลเทพธารินทร์,,"organization, place"
โรงพยาบาลเทียนฟ้ามูลนิธิ,,"organization, place"
โรงพยาบาลไทยนครินทร์,,"organization, place"
โรงพยาบาลธนบุรี,,"organization, place"
โรงพยาบาลธนบุรี 2,,"organization, place"
โรงพยาบาลนครธน,,"organization, place"
โรงพยาบาลนพรัตนราชธานี,,"organization, place"
โรงพยาบาลนวมินทร์,,"organization, place"
โรงพยาบาลนวมินทร์ 9,,"organization, place"
โรงพยาบาลนวศรีเนอสซิ่งโฮม,,"organization, place"
โรงพยาบาลนวุติสมเด็จย่า,,"organization, place"
โรงพยาบาลบางนา1,,"organization, place"
โรงพยาบาลบางปะกอก 1,,"organization, place"
โรงพยาบาลบางปะกอก 8,,"organization, place"
โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล,,"organization, place"
โรงพยาบาลบางไผ่,,"organization, place"
โรงพยาบาลบางโพ,,"organization, place"
โรงพยาบาลบางมด,,"organization, place"
โรงพยาบาลบ้านแพ้ว,,"organization, place"
โรงพยาบาลบ้านแพ้ว สาขาพร้อมมิตร,,"organization, place"
โรงพยาบาลบำรุงราษฎร์,,"organization, place"
โรงพยาบาลบี เอ็น เอช,,"organization, place"
โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์,,"organization, place"
โรงพยาบาลบุรฉัตรไชยากร (รถไฟ),,"organization, place"
โรงพยาบาลประชาพัฒน์,,"organization, place"
โรงพยาบาลปิยะเวท,,"organization, place"
โรงพยาบาลเปาโลเมโมเรียล,,"organization, place"
โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4,,"organization, place"
โรงพยาบาลผิวหนัง อโศกสาขาปิ่นเกล้า,,"organization, place"
โรงพยาบาลผิวหนังอโศก,,"organization, place"
โรงพยาบาลผู้สูงอายุบางขุนเทียน,,"organization, place"
โรงพยาบาลพญาไท 1,,"organization, place"
โรงพยาบาลพญาไท 2,,"organization, place"
โรงพยาบาลพญาไท 3,,"organization, place"
โรงพยาบาลพญาไท นวมินทร์,,"organization, place"
โรงพยาบาลพระมงกุฎเกล้า,,"organization, place"
โรงพยาบาลพระราม 2,,"organization, place"
โรงพยาบาลพระราม 9,,"organization, place"
โรงพยาบาลเพชรเกษม 2,,"organization, place"
โรงพยาบาลเพชรเวช,,"organization, place"
โรงพยาบาลแพทย์ปัญญา,,"organization, place"
โรงพยาบาลภูมิพลอดุลยเดช,,"organization, place"
โรงพยาบาลมงกุฏวัฒนะ,,"organization, place"
โรงพยาบาลมนารมย์,,"organization, place"
โรงพยาบาลมเหสักข์  ,,"organization, place"
โรงพยาบาลมิชชั่น ,,"organization, place"
โรงพยาบาลเมโย,,"organization, place"
โรงพยาบาลยันฮี,,"organization, place"
โรงพยาบาลเยาวรักษ์,,"organization, place"
โรงพยาบาลราชพิพัฒน์,,"organization, place"
โรงพยาบาลราชวิถี,,"organization, place"
โรงพยาบาลรามคำแหง,,"organization, place"
โรงพยาบาลรามาธิบดี  มหาวิทยาลัยมหิดล,,"organization, place"
โรงพยาบาลราษฏร์บูรณะ,,"organization, place"
โรงพยาบาลโรคปอดกรุงเทพ,,"organization, place"
โรงพยาบาลโรงงานยาสูบ,,"organization, place"
โรงพยาบาลลาดกระบังกรุงเทพมหานคร,,"organization, place"
โรงพยาบาลลาดพร้าว,,"organization, place"
โรงพยาบาลเลิดสิน,,"organization, place"
โรงพยาบาลวัฒโนสถ,,"organization, place"
โรงพยาบาลวิชัยยุทธ,,"organization, place"
โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,,"organization, place"
โรงพยาบาลวิภาราม,,"organization, place"
โรงพยาบาลวิภาวดี,,"organization, place"
โรงพยาบาลเวชการุณย์รัศมิ์,,"organization, place"
โรงพยาบาลเวชธานี,,"organization, place"
โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล,,"organization, place"
โรงพยาบาลศรีวิชัย  ,,"organization, place"
โรงพยาบาลศิครินทร์,,"organization, place"
โรงพยาบาลศิริราช,,"organization, place"
โรงพยาบาลศิริราช ปิยมหาราชการุณย์,,"organization, place"
โรงพยาบาลสงฆ์,,"organization, place"
โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1,,"organization, place"
โรงพยาบาลสถาบันโรคไตภูมิราชนครินทร์,,"organization, place"
โรงพยาบาลสมเด็จพระปิ่นเกล้า,,"organization, place"
โรงพยาบาลสมิติเวช,,"organization, place"
โรงพยาบาลสมิติเวชธนบุรี,,"organization, place"
โรงพยาบาลสมิติเวชศรีนครทร์,,"organization, place"
โรงพยาบาลสายไหม,,"organization, place"
โรงพยาบาลสินแพทย์,,"organization, place"
โรงพยาบาลสิรินธร,,"organization, place"
โรงพยาบาลสุขสวัสดิ์ ,,"organization, place"
โรงพยาบาลสุขุมวิท,,"organization, place"
โรงพยาบาลเสรีรักษ์,,"organization, place"
โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ,,"organization, place"
โรงพยาบาลหัวใจกรุงเทพ,,"organization, place"
โรงพยาบาลหัวเฉียว,,"organization, place"
โรงเรียนกงลี้จงซัน,,"organization, place"
โรงเรียนกงหลีเจี้ยนหมิน,,"organization, place"
โรงเรียนกชนันท์อนุบาล,,"organization, place"
โรงเรียนกบินทร์จริยาคม,,"organization, place"
โรงเรียนก็พัฒนศึกษา,,"organization, place"
โรงเรียนกมลลักษณ์,,"organization, place"
โรงเรียนกมลวิชญ์ศึกษา,,"organization, place"
โรงเรียนกมลวิทยา,,"organization, place"
โรงเรียนกมลาลักษณ์,,"organization, place"
โรงเรียนกมลาลักษณ์วังสามหมอ,,"organization, place"
โรงเรียนกรพิทักษ์ศึกษา,,"organization, place"
โรงเรียนกระจ่างวิทย์,,"organization, place"
โรงเรียนกระบี่พิทยานุสรณ์,,"organization, place"
โรงเรียนกระแสพัฒนา,,"organization, place"
โรงเรียนกรุงเทพคริสเตียนวิทยาลัย,,"organization, place"
โรงเรียนกรุงเทพพิทยา,,"organization, place"
โรงเรียนกรุงเทพวิเทศศึกษา,,"organization, place"
โรงเรียนกรุณาศึกษา,,"organization, place"
โรงเรียนกฤชานันท์,,"organization, place"
โรงเรียนกฤชานันท์เขาสวนกวาง,,"organization, place"
โรงเรียนกฤตศิลป์วิทยา,,"organization, place"
โรงเรียนกฤษณาวิทยา,,"organization, place"
โรงเรียนกล่อมปฐมวัย,,"organization, place"
โรงเรียนกลั่นวิทยา,,"organization, place"
โรงเรียนกลับเพชรศึกษา,,"organization, place"
โรงเรียนกลางคลองสอง (พร ดีเจริญ) ,,"organization, place"
โรงเรียนกวงฮั้ว,,"organization, place"
โรงเรียนกว่างเจ้า,,"organization, place"
โรงเรียนกวางตง,,"organization, place"
โรงเรียนกวางวา,,"organization, place"
โรงเรียนกสิณธรเซนต์ปีเตอร์,,"organization, place"
โรงเรียนกสิณธรวิทยา,,"organization, place"
โรงเรียนกสิณธรอาคาเดมี่,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์ บูรณวิทยา,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์ อดิศรศึกษา,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์ไกรอำนวยวิทยา,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์ค่ายนารายณ์ศึกษา,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์จักรพงษ์พิทยาลัย,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์บริบูรณ์ธนวัฒน์,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์เพชราวุธวิทยา ในพระอุปถัมภ์ฯ,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์โยธินวิทยา,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์รัชตวิทยา,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์สองเหล่าสร้าง,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์สื่อสารสงเคราะห์,,"organization, place"
โรงเรียนกองทัพบกอุปถัมภ์อบุบาลค่ายสรรพสิทฺธิประสงค์,,"organization, place"
โรงเรียนกองทัพอุปภัมภ์ อนุบาล ค่ายนวมินทราชินี,,"organization, place"
โรงเรียนกอบกาญจน์ศึกษา,,"organization, place"
โรงเรียนกอบวิทยา,,"organization, place"
โรงเรียนกอปรศิลป์,,"organization, place"
โรงเรียนกันตทาราราม ,,"organization, place"
โรงเรียนกันตวรรณ,,"organization, place"
โรงเรียนกันตวิชญ์,,"organization, place"
โรงเรียนกันตะบุตร,,"organization, place"
โรงเรียนกัลญารัตน์,,"organization, place"
โรงเรียนกัลยวิทย์,,"organization, place"
โรงเรียนกัลยาณชนรังสรรค์มูลนิธิ มัสยิดบ้านเหนือ,,"organization, place"
โรงเรียนกัลยาณีวิทยา,,"organization, place"
โรงเรียนกาญจนวัฒน์วิทยา,,"organization, place"
โรงเรียนกาญจนวิทยา,,"organization, place"
โรงเรียนกาญจนศึกษา,,"organization, place"
โรงเรียนกาญจนศึกษาพัฒนาการ,,"organization, place"
โรงเรียนกาญจนะวิทยา,,"organization, place"
โรงเรียนกาญจนะศึกษา,,"organization, place"
โรงเรียนกาญจนาภิเษกสมโภช ในพระราชูปถัมภ์ฯ,,"organization, place"
โรงเรียนกานดา,,"organization, place"
โรงเรียนกานต์บดี,,"organization, place"
โรงเรียนกาบแก้วบัวบานวิเทศศึกษา,,"organization, place"
โรงเรียนการกุศลของวัดในพระพุทธศาสนาวัดท่าสะอาด,,"organization, place"
โรงเรียนการกุศลในพระพุทธศาสนา วัดในวังพระอารามหลวง,,"organization, place"
โรงเรียนการกุศลวัดกลาง,,"organization, place"
โรงเรียนการกุศลวัดไตรรัตนาราม,,"organization, place"
โรงเรียนการกุศลวัดธรรมาธิปไตย,,"organization, place"
โรงเรียนการกุศลวัดธาตุกุดกว้าง,,"organization, place"
โรงเรียนการกุศลวัดนายมวราราม,,"organization, place"
โรงเรียนการกุศลวัดบ้านก่อ,,"organization, place"
โรงเรียนการกุศลวัดบ้านโดด,,"organization, place"
โรงเรียนการกุศลวัดบ้านยางเครือ,,"organization, place"
โรงเรียนการกุศลวัดบูรพา,,"organization, place"
โรงเรียนการกุศลวัดป่าศรีไพรวัน,,"organization, place"
โรงเรียนการกุศลวัดโพธิ์ทอง,,"organization, place"
โรงเรียนการกุศลวัดร่มประดู่,,"organization, place"
โรงเรียนการกุศลวัดละไม,,"organization, place"
โรงเรียนการกุศลวัดสถานสงเคราะห์,,"organization, place"
โรงเรียนการกุศลวัดสมสะอาด,,"organization, place"
โรงเรียนการกุศลวัดสระทอง,,"organization, place"
โรงเรียนการกุศลวัดหนองกุง,,"organization, place"
โรงเรียนการกุศลวัดหนองนกเอี้ยง,,"organization, place"
โรงเรียนการกุศลวัดหนองแวง,,"organization, place"
โรงเรียนการกุศลหลวงปู่ศรีจันทร์ วัณณาโภ,,"organization, place"
โรงเรียนการเคหะท่าทราย ,,"organization, place"
โรงเรียนการศึกษาคนตาบอด ขอนแก่น,,"organization, place"
โรงเรียนการศึกษาคนตาบอดธรรมสากลหาดใหญ่,,"organization, place"
โรงเรียนการศึกษาคนตาบอดนครราชสีมา,,"organization, place"
โรงเรียนการศึกษาคนตาบอดแม่สาย,,"organization, place"
โรงเรียนการศึกษาคนตาบอดร้อยเอ็ด,,"organization, place"
โรงเรียนการศึกษาคนตาบอดลำปาง,,"organization, place"
โรงเรียนการศึกษาคนตาบอดและคนตาบอดพิการซ้ำซ้อน,,"organization, place"
โรงเรียนการศึกษาเด็กตาบอดพิการซ้ำซ้อน ชะอำ,,"organization, place"
โรงเรียนการศึกษาพิเศษมารีย์นิรมล,,"organization, place"
โรงเรียนการะเกตุวิทยา,,"organization, place"
โรงเรียนการัญศึกษา,,"organization, place"
โรงเรียนกาละพัฒน์,,"organization, place"
โรงเรียนก้าวหน้าวิทยา,,"organization, place"
โรงเรียนกำจรวิทย์,,"organization, place"
โรงเรียนกำเนิดวิทย์,,"organization, place"
โรงเรียนกำเนิดวิทยา,,"organization, place"
โรงเรียนกิ่งเพชร ,,"organization, place"
โรงเรียนกิจจานุศาสตร์,,"organization, place"
โรงเรียนกิจเจริญวิทยา,,"organization, place"
โรงเรียนกิตติคุณ,,"organization, place"
โรงเรียนกิตติคุณดอยหลวงวิทยา,,"organization, place"
โรงเรียนกิตติคุณเทิงวิทยา,,"organization, place"
โรงเรียนกิตติพิทยา,,"organization, place"
โรงเรียนกิตติรวี,,"organization, place"
โรงเรียนกิตติวัฒนา,,"organization, place"
โรงเรียนกิตติวิทย์,,"organization, place"
โรงเรียนกิตติวิทย์บ้านพรุ,,"organization, place"
โรงเรียนกิตติวิทยา,,"organization, place"
โรงเรียนกิตติวิทยานุสรณ์,,"organization, place"
โรงเรียนกิติคุณ,,"organization, place"
โรงเรียนกีญามุดดีน,,"organization, place"
โรงเรียนกีรติศึกษา,,"organization, place"
โรงเรียนกุญแจคริสเตียนวิทยา,,"organization, place"
โรงเรียนกุมุทมาส,,"organization, place"
โรงเรียนกุลดิศวิทยานุสรณ์,,"organization, place"
โรงเรียนกุลวรรณศึกษา,,"organization, place"
โรงเรียนกุลศิริศาสน์,,"organization, place"
โรงเรียนกุศลศึกษา,,"organization, place"
โรงเรียนกุหลาบวิทยา,,"organization, place"
โรงเรียนกูตงวิทยา,,"organization, place"
โรงเรียนเก้งเต็ก,,"organization, place"
โรงเรียนเกตุชาติศึกษา,,"organization, place"
โรงเรียนเกตุพิชัยวิทยา,,"organization, place"
โรงเรียนเกตุพิชัยวิทยา สระบุรี,,"organization, place"
โรงเรียนเกวลินวิทยา,,"organization, place"
โรงเรียนเกศเกล้าวิทยา,,"organization, place"
โรงเรียนเกษมทรัพย์,,"organization, place"
โรงเรียนเกษมพิทยา,,"organization, place"
โรงเรียนเกษมวิทย์,,"organization, place"
โรงเรียนเกษมสาสน์,,"organization, place"
โรงเรียนเกียรติขจรวิทยา,,"organization, place"
โรงเรียนเกียรติขนอมศึกษา,,"organization, place"
โรงเรียนเกียรติคุณวิทยา,,"organization, place"
โรงเรียนเกี้ยวกวง,,"organization, place"
โรงเรียนเกื้อวิทยา,,"organization, place"
โรงเรียนแก่ทองอุปถัมภ์ ,,"organization, place"
โรงเรียนแก่นจันทร์วิทยา,,"organization, place"
โรงเรียนแก้วขำทับอุปถัมภ์ ,,"organization, place"
โรงเรียนแก้วนิมิตวิทยา,,"organization, place"
โรงเรียนแก้วบุตร-คูสกุล,,"organization, place"
โรงเรียนแก้วประทานพรวิทยา,,"organization, place"
โรงเรียนแก้วสว่างวิทยา,,"organization, place"
โรงเรียนโกรกพระพิทยาคม,,"organization, place"
โรงเรียนโกลบอลอินเดียนนานาชาติ,,"organization, place"
โรงเรียนโกวิทธำรง,,"organization, place"
โรงเรียนโกวิทธำรงเชียงใหม่,,"organization, place"
โรงเรียนโกศลภัทรวิทย์,,"organization, place"
โรงเรียนโกศลวิทยา,,"organization, place"
โรงเรียนไกรลาศศึกษา,,"organization, place"
โรงเรียนขจรเกียรติโคกกลอย,,"organization, place"
โรงเรียนขจรเกียรติเชิงทะเล,,"organization, place"
โรงเรียนขจรเกียรติถลาง,,"organization, place"
โรงเรียนขจรเกียรตินานาชาติ ภูเก็ต,,"organization, place"
โรงเรียนขจรเกียรติพัฒนา,,"organization, place"
โรงเรียนขจรเกียรติศึกษา,,"organization, place"
โรงเรียนขจรโรจน์วิทยา,,"organization, place"
โรงเรียนขจรโรจน์วิทยา แผนกอนุบาล,,"organization, place"
โรงเรียนขวัญชัยทับกฤช,,"organization, place"
โรงเรียนขวัญฤทัยพัฒนวิชช์,,"organization, place"
โรงเรียนขวัญฤทัยศึกษา,,"organization, place"
โรงเรียนขอนแก่นคริสเตียน,,"organization, place"
โรงเรียนขอนแก่นวิเทศศึกษา,,"organization, place"
โรงเรียนขาลสุวรรณอนุสรณ์,,"organization, place"
โรงเรียนขุขันธ์ราษฎร์บำรุง,,"organization, place"
โรงเรียนขุมทอง (เพชรทองคำอุปถัมภ์) ,,"organization, place"
โรงเรียนขุมทองวิทยา,,"organization, place"
โรงเรียนเขมพิทยา,,"organization, place"
โรงเรียนเขมะสิริอนุสสรณ์,,"organization, place"
โรงเรียนเขาวงวิทยา,,"organization, place"
โรงเรียนไขศรีปราโมชอนุสรณ์ ,,"organization, place"
โรงเรียนคงโครัดอุทิศ ,,"organization, place"
โรงเรียนคชเผือกอนุสรณ์ ,,"organization, place"
โรงเรียนคมพิสิฐวิทยา,,"organization, place"
โรงเรียนคริสตสงเคราะห์,,"organization, place"
โรงเรียนคริสเตียนนานาชาติเชียงราย,,"organization, place"
โรงเรียนคริสเตียนไพศาลศาสตร์,,"organization, place"
โรงเรียนคริสเตียนมโนรมย์นานาชาติ,,"organization, place"
โรงเรียนคริสเตียนแม่หละโกร,,"organization, place"
โรงเรียนคริสเตียนเยอรมันเชียงใหม่,,"organization, place"
โรงเรียนคริสเตียนแสงประทีป,,"organization, place"
โรงเรียนคลองกลันตัน ,,"organization, place"
โรงเรียนคลองกะจะ (พงษ์สมบัติบำรุง) ,,"organization, place"
โรงเรียนคลองกุ่ม ,,"organization, place"
โรงเรียนคลองต้นไทร (สุขล้อมอุทิศ) ,,"organization, place"
โรงเรียนคลองเตยวิทยา,,"organization, place"
โรงเรียนคลองทรงกระเทียม ,,"organization, place"
โรงเรียนคลองทวีวัฒนา (ทองน่วมอนุสรณ์) ,,"organization, place"
โรงเรียนคลองบางพรหม ,,"organization, place"
โรงเรียนคลองบางแวก (มนต์ จรัสสิงห์) ,,"organization, place"
โรงเรียนคลองปักหลัก ,,"organization, place"
โรงเรียนคลองพิทยาลงกรณ์ ,,"organization, place"
โรงเรียนคลองมหาสวัสดิ์ ,,"organization, place"
โรงเรียนคลองมะขามเทศ ,,"organization, place"
โรงเรียนคลองรางจาก ,,"organization, place"
โรงเรียนคลองลำเจียก ,,"organization, place"
โรงเรียนคลองสอง ,,"organization, place"
โรงเรียนคลองสองต้นนุ่น ,,"organization, place"
โรงเรียนคลองสาม ,,"organization, place"
โรงเรียนคลองหนองใหญ่ (ทองคำ ปานขำอนุสรณ์) ,,"organization, place"
โรงเรียนความหวังเวียงป่าเป้า,,"organization, place"
โรงเรียนคอมมูนิต้า อินคอนโทร,,"organization, place"
โรงเรียนคอยรียะห์วิทยามูลนิธิ,,"organization, place"
โรงเรียนคันนายาว (ธารินเจริญสงเคราะห์) ,,"organization, place"
โรงเรียนคัมภีร์วิทยา,,"organization, place"
โรงเรียนคานาวาลีวิทยานุสรณ์,,"organization, place"
โรงเรียนคารีอุปถัมภ์ ,,"organization, place"
โรงเรียนคี่ตี้,,"organization, place"
โรงเรียนคีรีหรรษา,,"organization, place"
โรงเรียนคุณธรรมวิทยา,,"organization, place"
โรงเรียนคุณากรณ์,,"organization, place"
โรงเรียนคุณาธารวิทยา,,"organization, place"
โรงเรียนคุ้มเกล้า สุวินทวงศ์,,"organization, place"
โรงเรียนคุรุมิตรประสิทธิ์ศิลป์,,"organization, place"
โรงเรียนคูณวรวิชญ์,,"organization, place"
โรงเรียนเคนเน็ตแม็คเคนซี,,"organization, place"
โรงเรียนเคหะชุมชนลาดกระบัง ,,"organization, place"
โรงเรียนเคหะทุ่งสองห้องวิทยา 1 ,,"organization, place"
โรงเรียนเคหะทุ่งสองห้องวิทยา 2 ,,"organization, place"
โรงเรียนเคียวนำ,,"organization, place"
โรงเรียนเคี่ยวมิ้นเซียะเซี่ยว,,"organization, place"
โรงเรียนโคกกลอยวิทยา,,"organization, place"
โรงเรียนโคกครามพิชากร,,"organization, place"
โรงเรียนโคราชวิทยา,,"organization, place"
โรงเรียนโฆษิตวิทยา,,"organization, place"
โรงเรียนงามจิตวารินชำราบ 2,,"organization, place"
โรงเรียนงามมานะ (แผน - ทับอุทิศ) ,,"organization, place"
โรงเรียนงามมีศรีพัฒนา,,"organization, place"
โรงเรียนแงงกวง,,"organization, place"
โรงเรียนจงซันเซียะเซียว,,"organization, place"
โรงเรียนจงฝามูลนิธิ,,"organization, place"
โรงเรียนจงรักสัตย์วิทยา,,"organization, place"
โรงเรียนจงสวัสดิ์เจริญวิทยา,,"organization, place"
โรงเรียนจงหมิน,,"organization, place"
โรงเรียนจงหัว,,"organization, place"
โรงเรียนจงฮั้ว,,"organization, place"
โรงเรียนจตุพร,,"organization, place"
โรงเรียนจตุพรวิทยา,,"organization, place"
โรงเรียนจรชนะศึกษา,,"organization, place"
โรงเรียนจรรยานุยุตวิทยา,,"organization, place"
โรงเรียนจรรยาอิสลาม,,"organization, place"
โรงเรียนจรัสพิชากร,,"organization, place"
โรงเรียนจรัสศิลป์,,"organization, place"
โรงเรียนจริยธรรมวิทยา,,"organization, place"
โรงเรียนจริยธรรมศึกษามูลนิธิ,,"organization, place"
โรงเรียนจริยธรรมอิสลามมูลนิธิ,,"organization, place"
โรงเรียนจริยธรรมอิสลามวิทยา,,"organization, place"
โรงเรียนจริยศาสน์อิสลาม,,"organization, place"
โรงเรียนจริยอิสลามศึกษาอนุสรณ์,,"organization, place"
โรงเรียนจริยานุสรณ์,,"organization, place"
โรงเรียนจ้องฮั้ว,,"organization, place"
โรงเรียนจอนวิทยกุล,,"organization, place"
โรงเรียนจอย,,"organization, place"
โรงเรียนจันดีพิทยาคม,,"organization, place"
โรงเรียนจันทนภาศึกษา,,"organization, place"
โรงเรียนจันทนานุสรณ์,,"organization, place"
โรงเรียนจันทร์กระจ่างศึกษา,,"organization, place"
โรงเรียนจันทร์ฉายวิทยา,,"organization, place"
โรงเรียนจันทรวิชา,,"organization, place"
โรงเรียนจันทรวิทยา,,"organization, place"
โรงเรียนจันทรศึกษา,,"organization, place"
โรงเรียนจันทร์สว่างกูล,,"organization, place"
โรงเรียนจันทราพระกิตติคุณ,,"organization, place"
โรงเรียนจันทวิทยา,,"organization, place"
โรงเรียนจันทศิริวิทยาและเทคโนโลยีเอเชียบริหารธุรกิจ,,"organization, place"
โรงเรียนจารึกล้อมวิทยา,,"organization, place"
โรงเรียนจารุวรรณวิทยา,,"organization, place"
โรงเรียนจารุวัฒนานุกูล,,"organization, place"
โรงเรียนจำนงค์พิทยา,,"organization, place"
โรงเรียนจำนงค์วิทยา,,"organization, place"
โรงเรียนจำรัสวิทยา,,"organization, place"
โรงเรียนจำลองวิทย์,,"organization, place"
โรงเรียนจิตตเมตต์,,"organization, place"
